type,pos,headword,freq,range
lhê,,,2,1
li,,,31,1
lia,,,5,1
liane,,,1,1
libado,,,1,1
libanio,,,2,1
libelo,,,3,1
libelos,,,2,1
libera,,,12,1
liberada,,,1,1
liberade,,,1,1
liberado,,,1,1
liberados,,,1,1
liberal,,,1,1
liberar,,,5,1
liberato,,,1,1
liberdade,,,623,1
liberdades,,,1,1
liberta,,,18,1
libertad,,,20,1
libertada,,,2,1
libertado,,,1,1
libertador,,,2,1
libertam,,,5,1
libertar,,,33,1
libertaria,,,1,1
libertará,,,1,1
libertas,,,6,1
libertação,,,14,1
liberte,,,3,1
libertei,,,7,1
libertinagem,,,1,1
libertino,,,1,1
liberto,,,48,1
libertos,,,7,1
libertou,,,5,1
libertá,,,8,1
libertária,,,1,1
libertárias,,,2,1
libertário,,,7,1
libiona,,,1,1
libisomem,,,1,1
libra,,,5,1
libras,,,7,1
libre,,,22,1
libres,,,10,1
libânio,,,1,1
libãnio,,,1,1
libélo,,,1,1
libérto,,,1,1
libório,,,14,1
licenca,,,2,1
licensa,,,1,1
licença,,,264,1
lichiguana,,,11,1
lichiguanas,,,4,1
lico,,,3,1
licochupação,,,1,1
licor,,,8,1
licurgo,,,11,1
licênça,,,1,1
lida,,,1639,1
lidadô,,,5,1
lidam,,,1,1
lidando,,,106,1
lidar,,,125,1
lidas,,,95,1
lidava,,,20,1
lide,,,4,1
lidei,,,4,1
lideral,,,1,1
liderança,,,4,1
lidere,,,1,1
lides,,,25,1
lidi,,,1,1
lidia,,,2,1
lido,,,27,1
lidorilo,,,2,1
lidou,,,8,1
lidá,,,5,1
liebre,,,2,1
liga,,,121,1
ligada,,,7,1
ligadinho,,,1,1
ligadito,,,1,1
ligado,,,42,1
ligados,,,3,1
ligadão,,,2,1
ligando,,,19,1
ligar,,,15,1
ligas,,,2,1
ligaste,,,2,1
ligava,,,5,1
ligação,,,7,1
ligações,,,1,1
ligeira,,,55,1
ligeiramente,,,7,1
ligeiras,,,4,1
ligeirinho,,,9,1
ligeirito,,,11,1
ligeiro,,,272,1
ligeiros,,,5,1
ligera,,,1,1
ligeresa,,,1,1
ligerito,,,5,1
ligero,,,10,1
lights,,,2,1
ligo,,,60,1
ligou,,,27,1
ligue,,,18,1
liguei,,,23,1
liguem,,,2,1
lijeirinho,,,1,1
lijeiro,,,1,1
lila,,,3,1
lilás,,,2,1
lilí,,,2,1
lima,,,657,1
limado,,,1,1
limando,,,5,1
limda,,,2,1
limiar,,,3,1
limitada,,,4,1
limitado,,,2,1
limitam,,,1,1
limitando,,,1,1
limitações,,,5,1
limite,,,43,1
limites,,,36,1
limitou,,,1,1
limo,,,8,1
limoeiro,,,1,1
limosna,,,1,1
limousine,,,2,1
limpa,,,70,1
limpabanco,,,1,1
limpada,,,4,1
limpando,,,12,1
limpar,,,19,1
limparam,,,2,1
limpas,,,3,1
limpava,,,2,1
limpe,,,1,1
limpei,,,4,1
limpemo,,,3,1
limpeza,,,8,1
limpido,,,4,1
limpidos,,,1,1
limpinha,,,1,1
limpinho,,,2,1
limpio,,,1,1
limpo,,,71,1
limão,,,12,1
lina,,,12,1
lincenca,,,1,1
lincon,,,20,1
linda,,,2210,1
lindando,,,1,1
lindas,,,214,1
lindassa,,,7,1
lindaça,,,88,1
lindaças,,,3,1
lindaço,,,15,1
lindeira,,,12,1
lindeiras,,,4,1
lindeiro,,,9,1
lindeiros,,,4,1
lindemeyer,,,19,1
lindera,,,7,1
lindez,,,1,1
lindeza,,,2,1
lindice,,,1,1
lindimann,,,1,1
lindinha,,,4,1
lindinho,,,3,1
lindo,,,1027,1
lindomar,,,4,1
lindona,,,3,1
lindos,,,131,1
lindura,,,1,1
lineu,,,1,1
linfa,,,2,1
lingerie,,,3,1
lingua,,,5,1
linguado,,,2,1
linguagem,,,35,1
linguagens,,,2,1
linguajar,,,39,1
linguaruda,,,1,1
linguarudo,,,3,1
linguarudos,,,1,1
linguas,,,1,1
lingue,,,4,1
linguiceiros,,,2,1
linguiça,,,48,1
lingüiça,,,10,1
linha,,,212,1
linhada,,,12,1
linhadas,,,1,1
linhagem,,,10,1
linhagens,,,1,1
linhas,,,31,1
linho,,,10,1
linterna,,,1,1
lipoaspiração,,,1,1
liquida,,,1,1
liquidado,,,1,1
liquidaram,,,1,1
liquidação,,,1,1
liquido,,,1,1
lira,,,21,1
lires,,,1,1
lirios,,,1,1
lirismo,,,11,1
lis,,,7,1
lisa,,,11,1
lisandro,,,43,1
lisboa,,,9,1
lisboinas,,,8,1
lisinha,,,3,1
liso,,,114,1
lisongeiras,,,1,1
lisonjeado,,,1,1
lisonjera,,,1,1
lisos,,,5,1
lista,,,21,1
listado,,,3,1
listas,,,9,1
listo,,,1,1
listra,,,4,1
listrada,,,1,1
listrado,,,15,1
listras,,,8,1
listão,,,2,1
lisura,,,4,1
lisão,,,1,1
litania,,,1,1
literatura,,,4,1
literárias,,,1,1
lito,,,1,1
litorais,,,1,1
litoral,,,99,1
litorânea,,,1,1
litorâneo,,,2,1
litro,,,25,1
litros,,,6,1
litrão,,,2,1
litti,,,1,1
liturgia,,,11,1
livar,,,1,1
live,,,1,1
liviano,,,2,1
livra,,,23,1
livrado,,,1,1
livrai,,,4,1
livram,,,1,1
livramento,,,57,1
livramos,,,3,1
livrando,,,26,1
livrar,,,45,1
livraram,,,1,1
livraria,,,4,1
livrarte,,,1,1
livrava,,,1,1
livre,,,366,1
livrei,,,7,1
livremente,,,8,1
livres,,,82,1
livreta,,,7,1
livrito,,,1,1
livro,,,74,1
livros,,,32,1
livrou,,,1,1
lixando,,,2,1
lixe,,,2,1
lixeiras,,,1,1
lixeiro,,,1,1
lixero,,,1,1
lixiguana,,,17,1
lixiguanas,,,4,1
lixo,,,40,1
liça,,,2,1
lição,,,61,1
lições,,,30,1
ll,,,2,1
llama,,,4,1
llamaban,,,1,1
llamado,,,1,1
llaman,,,2,1
llanero,,,1,1
llanos,,,3,1
llanto,,,5,1
llantos,,,1,1
llanuras,,,4,1
llave,,,2,1
llega,,,11,1
llegado,,,1,1
llegan,,,1,1
llegando,,,10,1
llegar,,,7,1
llegaron,,,2,1
llegaste,,,2,1
llego,,,1,1
llegue,,,6,1
llegué,,,19,1
llejos,,,2,1
llena,,,6,1
llenaba,,,1,1
llenado,,,1,1
llenará,,,2,1
llenas,,,1,1
lleno,,,7,1
llenos,,,1,1
llerena,,,1,1
lleva,,,16,1
llevado,,,4,1
llevame,,,1,1
llevando,,,11,1
llevares,,,1,1
llevaré,,,5,1
llevas,,,12,1
lleves,,,1,1
llevo,,,11,1
llevó,,,6,1
llora,,,3,1
llorando,,,7,1
llorar,,,5,1
llorava,,,4,1
lloro,,,2,1
lloronas,,,2,1
lloró,,,2,1
lluvia,,,2,1
llévame,,,1,1
lma,,,10,1
lnge,,,1,1
lo,,,457,1
loa,,,2,1
lobisoma,,,2,1
lobisome,,,6,1
lobisomem,,,66,1
lobisomen,,,3,1
lobisominho,,,1,1
lobisominhos,,,1,1
lobista,,,1,1
lobo,,,20,1
lobos,,,4,1
lobuna,,,18,1
lobuno,,,74,1
lobunos,,,12,1
lobunão,,,1,1
loca,,,75,1
locais,,,2,1
local,,,27,1
localidade,,,4,1
localizada,,,2,1
localizado,,,1,1
locario,,,4,1
locas,,,6,1
locaça,,,1,1
loco,,,474,1
locomotiva,,,14,1
locooo,,,1,1
locoooooooooo,,,1,1
locos,,,2,1
locro,,,1,1
locubva,,,1,1
locunba,,,1,1
locura,,,6,1
locuras,,,2,1
locutor,,,21,1
locutoras,,,1,1
locutores,,,5,1
locução,,,1,1
locádio,,,1,1
lodaçal,,,1,1
lodo,,,14,1
lodos,,,3,1
logista,,,2,1
logo,,,709,1
logra,,,13,1
logrado,,,3,1
logrador,,,4,1
logram,,,1,1
logramos,,,1,1
logrando,,,3,1
lograr,,,1,1
logravam,,,1,1
logré,,,1,1
loguinho,,,4,1
loguito,,,3,1
loira,,,141,1
loiras,,,26,1
loiraça,,,2,1
loiraças,,,1,1
loirinha,,,148,1
loirinhas,,,16,1
loirinho,,,5,1
loiro,,,9,1
loiros,,,4,1
loirosa,,,2,1
loja,,,14,1
lojinha,,,1,1
lojista,,,1,1
lokedo,,,12,1
loko,,,1,1
lola,,,4,1
loleu,,,1,1
lolita,,,5,1
loló,,,2,1
lomba,,,10,1
lombadas,,,1,1
lombas,,,3,1
lombe,,,1,1
lombeira,,,8,1
lombilho,,,125,1
lombilhos,,,8,1
lombillo,,,2,1
lombinhos,,,2,1
lombizomes,,,1,1
lombo,,,1233,1
lombos,,,18,1
lombriga,,,16,1
lombão,,,1,1
lomitas,,,1,1
lona,,,14,1
lonanco,,,5,1
lonca,,,33,1
loncas,,,8,1
londrina,,,11,1
long,,,1,1
longa,,,157,1
longas,,,69,1
longe,,,1308,1
longito,,,6,1
longitudes,,,1,1
longo,,,96,1
longos,,,26,1
longueio,,,1,1
longura,,,2,1
longuras,,,1,1
longínqua,,,3,1
longínquas,,,6,1
longínquo,,,5,1
lonjura,,,40,1
lonjuras,,,103,1
lonqueada,,,1,1
lonqueado,,,8,1
lonqueador,,,1,1
lonqueando,,,13,1
lonquear,,,11,1
lonqueia,,,2,1
lonqueio,,,5,1
lonquiada,,,1,1
lontra,,,12,1
lontras,,,1,1
lonzaga,,,1,1
lonão,,,1,1
lop,,,2,1
lope,,,2,1
lopes,,,29,1
loque,,,22,1
loquea,,,2,1
loqueando,,,1,1
loquedo,,,1,1
loqui,,,3,1
loquinha,,,2,1
lord,,,2,1
lordes,,,3,1
lorega,,,1,1
lorena,,,37,1
lorenço,,,1,1
loretano,,,1,1
loreto,,,15,1
lori,,,1,1
lorinha,,,1,1
loro,,,8,1
loros,,,7,1
lorota,,,35,1
lorotas,,,11,1
los,,,280,1
losa,,,1,1
losekam,,,1,1
losekan,,,1,1
lot,,,1,1
lota,,,10,1
lotada,,,33,1
lotadas,,,5,1
lotadinho,,,2,1
lotaditos,,,1,1
lotado,,,57,1
lotados,,,3,1
lotando,,,1,1
lotar,,,6,1
lotaram,,,1,1
lotava,,,1,1
lotação,,,4,1
lote,,,68,1
loteamento,,,1,1
loteamentos,,,1,1
loteria,,,19,1
lotes,,,6,1
loto,,,5,1
lotou,,,13,1
lotá,,,2,1
lotão,,,2,1
louca,,,324,1
loucamente,,,15,1
loucas,,,34,1
loucio,,,1,1
louco,,,1132,1
loucos,,,68,1
loucura,,,149,1
loucuras,,,11,1
louquinha,,,25,1
louquinho,,,10,1
loura,,,18,1
louras,,,8,1
louraças,,,1,1
loureiro,,,6,1
lourenço,,,11,1
lourinha,,,41,1
louro,,,17,1
louros,,,7,1
lousa,,,1,1
lousas,,,2,1
louva,,,3,1
louvado,,,4,1
louvamos,,,4,1
louvando,,,4,1
louvar,,,8,1
louvação,,,11,1
louves,,,1,1
louvo,,,2,1
louvor,,,37,1
louvores,,,1,1
louça,,,29,1
louças,,,1,1
love,,,10,1
lovecínio,,,1,1
loça,,,2,1
loças,,,1,1
lp,,,2797,1
lra,,,2,1
ltda,,,1,1
ltina,,,1,1
lu,,,5,1
lua,,,1375,1
luaninha,,,1,1
luanum,,,1,1
luar,,,245,1
luares,,,3,1
luarisca,,,1,1
luas,,,103,1
luau,,,31,1
lubisôme,,,1,1
lubulo,,,1,1
lubuna,,,2,1
lubunas,,,1,1
lubuno,,,3,1
luca,,,1,1
lucas,,,8,1
lucem,,,1,1
lucena,,,17,1
lucero,,,3,1
luces,,,2,1
luchar,,,2,1
lucho,,,2,1
luciana,,,1,1
luciano,,,53,1
lucidez,,,2,1
lucidio,,,1,1
luciernagas,,,1,1
lucina,,,1,1
lucio,,,6,1
lucra,,,3,1
lucrativa,,,1,1
lucro,,,42,1
lucros,,,1,1
luego,,,2,1
lufa,,,2,1
lugar,,,1154,1
lugaraço,,,2,1
lugare,,,2,1
lugarejo,,,8,1
lugares,,,99,1
lugarzinho,,,7,1
lugones,,,2,1
lugá,,,4,1
luis,,,14,1
luisa,,,3,1
luita,,,3,1
luiz,,,1119,1
luiza,,,5,1
luizinho,,,1,1
luizão,,,1,1
lujan,,,2,1
lula,,,3,1
lum,,,1,1
luma,,,1,1
lumbilho,,,9,1
lumbrando,,,1,1
lumbre,,,1,1
lumbrilho,,,4,1
lume,,,90,1
lumes,,,38,1
lumi,,,2,1
lumiar,,,3,1
luminada,,,1,1
luminar,,,1,1
luminares,,,1,1
luminosa,,,4,1
luminoso,,,5,1
luminosos,,,2,1
lumiá,,,2,1
luna,,,77,1
lunanca,,,2,1
lunanco,,,10,1
lunando,,,1,1
lunar,,,20,1
lunarejo,,,4,1
lunarejos,,,1,1
lunares,,,3,1
lunfada,,,2,1
lunita,,,6,1
luoco,,,1,1
luozada,,,1,1
lupcínio,,,1,1
lupi,,,13,1
lupicínio,,,2,1
lupo,,,1,1
luquinha,,,1,1
lura,,,2,1
lusa,,,2,1
lusco,,,58,1
luscofusco,,,1,1
lusidiavam,,,1,1
lusitana,,,3,1
lusitano,,,4,1
lusitanos,,,1,1
luso,,,3,1
lusos,,,3,1
lusque,,,5,1
lustosa,,,1,1
lustrada,,,14,1
lustradas,,,7,1
lustrado,,,1,1
lustrando,,,8,1
lustrar,,,15,1
lustre,,,4,1
lustrei,,,3,1
lustro,,,3,1
lustroso,,,2,1
lustrosos,,,2,1
luta,,,283,1
lutado,,,3,1
lutador,,,5,1
lutam,,,5,1
lutamos,,,4,1
lutando,,,62,1
lutano,,,2,1
lutar,,,88,1
lutaram,,,10,1
lutarem,,,2,1
lutarmos,,,2,1
lutarás,,,2,1
lutas,,,46,1
lutaste,,,4,1
lutava,,,5,1
lutavas,,,1,1
lute,,,5,1
lutei,,,24,1
lutemos,,,1,1
lutes,,,1,1
luto,,,75,1
lutos,,,1,1
lutou,,,14,1
lutzenberger,,,2,1
luva,,,4,1
luvas,,,1,1
luxo,,,383,1
luxos,,,6,1
luxuosa,,,11,1
luxuoso,,,2,1
luxúria,,,3,1
luz,,,1271,1
luza,,,1,1
luze,,,2,1
luzeiro,,,80,1
luzeiros,,,72,1
luzem,,,1,1
luzente,,,2,1
luzentes,,,3,1
luzes,,,60,1
luzia,,,23,1
luzidia,,,1,1
luzindo,,,35,1
luzinha,,,1,1
luzir,,,15,1
luzirem,,,1,1
luzita,,,1,1
luziu,,,4,1
luçardo,,,1,1
luís,,,7,1
luíz,,,26,1
lyenda,,,1,1
là,,,5,1
lá,,,7171,1
lábaro,,,3,1
lábia,,,1,1
lábio,,,7,1
lábios,,,301,1
lácio,,,3,1
láctea,,,1,1
lágrima,,,138,1
lágrimas,,,116,1
lála,,,2,1
lálaiá,,,1,1
láp,,,2,1
lápi,,,1,1
lápide,,,1,1
lápis,,,11,1
lápiz,,,1,1
lápõe,,,1,1
lástima,,,5,1
látego,,,1,1
lático,,,1,1
lázaro,,,2,1
lâmpada,,,2,1
lâmpana,,,3,1
lã,,,60,1
lãmina,,,1,1
lão,,,1,1
lãs,,,12,1
lé,,,4,1
légua,,,70,1
léguas,,,257,1
léia,,,1,1
lélo,,,2,1
léo,,,45,1
léria,,,1,1
léu,,,62,1
lê,,,75,1
lêem,,,1,1
lês,,,5,1
lí,,,1,1
líbano,,,1,1
lício,,,1,1
líder,,,1,1
límpida,,,3,1
límpido,,,2,1
língua,,,82,1
línguas,,,9,1
líquida,,,1,1
líquido,,,1,1
líra,,,2,1
lírica,,,1,1
lírico,,,2,1
lírios,,,17,1
lívio,,,1,1
ló,,,6,1
lóca,,,1,1
lógico,,,2,1
lóguito,,,2,1
lópez,,,2,1
lóro,,,4,1
lóros,,,4,1
lós,,,1,1
lôca,,,4,1
lôco,,,9,1
lúcido,,,2,1
lúcifé,,,2,1
lúcio,,,3,1
lúmbio,,,1,1
lúme,,,2,1
lúmen,,,1,1
m,,,160,1
ma,,,56,1
maaaau,,,1,1
mabal,,,2,1
mabororé,,,2,1
mac,,,1,1
macabra,,,2,1
macabras,,,1,1
macaca,,,6,1
macacada,,,21,1
macacas,,,8,1
macaco,,,116,1
macacos,,,2,1
macaio,,,2,1
macambará,,,2,1
macanilha,,,2,1
macanuda,,,20,1
macanudaço,,,1,1
macanudo,,,120,1
macanudos,,,4,1
macaquice,,,1,1
macaquinha,,,2,1
macaquinto,,,1,1
macaquito,,,4,1
macarajú,,,3,1
macarrona,,,1,1
macarronada,,,1,1
macarrão,,,30,1
macas,,,1,1
macau,,,1,1
macedinho,,,3,1
macedo,,,4,1
macega,,,137,1
macegais,,,2,1
macegal,,,28,1
macegas,,,82,1
macegueiro,,,1,1
macegão,,,10,1
maceió,,,1,1
macela,,,2,1
macepo,,,2,1
maceta,,,13,1
macete,,,15,1
macha,,,5,1
machabuque,,,1,1
machadinha,,,1,1
machadinho,,,5,1
machadito,,,1,1
machado,,,279,1
machados,,,2,1
machan,,,1,1
machanilhas,,,1,1
machar,,,1,1
macharedo,,,2,1
macharona,,,1,1
macharrona,,,15,1
macharronas,,,2,1
macharrão,,,5,1
macharse,,,1,1
machaza,,,3,1
machazo,,,1,1
machaça,,,19,1
machaças,,,3,1
machaço,,,16,1
machaços,,,1,1
macheril,,,2,1
macherio,,,1,1
macheriu,,,2,1
macheza,,,1,1
machichada,,,1,1
machiche,,,1,1
machinho,,,4,1
machinhos,,,4,1
machismo,,,20,1
machista,,,20,1
machistas,,,5,1
machixo,,,1,1
macho,,,511,1
machorra,,,7,1
machos,,,20,1
machu,,,1,1
machuca,,,78,1
machucada,,,4,1
machucadas,,,12,1
machucado,,,15,1
machucados,,,4,1
machucam,,,8,1
machucamos,,,1,1
machucando,,,49,1
machucar,,,34,1
machucas,,,2,1
machucasse,,,1,1
machucaste,,,1,1
machucastes,,,1,1
machucava,,,3,1
machuco,,,1,1
machucou,,,12,1
machuque,,,7,1
machuquei,,,1,1
machuva,,,1,1
machão,,,53,1
macia,,,49,1
macias,,,11,1
macieira,,,3,1
macieiras,,,2,1
maciel,,,7,1
maciez,,,4,1
macio,,,44,1
macios,,,7,1
maciota,,,9,1
maciço,,,1,1
maconha,,,1,1
macota,,,8,1
macumba,,,1,1
macumga,,,1,1
macéga,,,1,1
macínia,,,1,1
mada,,,1,1
madalena,,,2,1
madame,,,12,1
madariaga,,,1,1
made,,,11,1
madeira,,,115,1
madeirama,,,7,1
madeiras,,,4,1
madeireiras,,,1,1
mader,,,1,1
madera,,,1,1
maderama,,,1,1
madona,,,11,1
madonna,,,3,1
madraco,,,1,1
madrasta,,,2,1
madre,,,11,1
madres,,,1,1
madressilvas,,,2,1
madri,,,5,1
madrid,,,2,1
madrigais,,,7,1
madrigales,,,2,1
madriguera,,,1,1
madrinha,,,65,1
madrinhador,,,1,1
madrinhas,,,3,1
madrinheira,,,1,1
madrinheiras,,,1,1
madrinheiro,,,28,1
madruagfada,,,3,1
madruda,,,2,1
madrudagas,,,1,1
madruga,,,47,1
madrugad,,,2,1
madrugada,,,1416,1
madrugadas,,,330,1
madrugadase,,,1,1
madrugadeira,,,1,1
madrugadeiras,,,1,1
madrugadeiro,,,3,1
madrugadera,,,2,1
madrugadinha,,,8,1
madrugadita,,,10,1
madrugaditas,,,1,1
madrugado,,,2,1
madrugador,,,38,1
madrugadores,,,2,1
madrugam,,,4,1
madrugando,,,8,1
madrugar,,,18,1
madrugas,,,2,1
madrugava,,,6,1
madrugavam,,,3,1
madrugo,,,2,1
madrugou,,,1,1
madruguei,,,2,1
madrugueira,,,6,1
madrugueiras,,,3,1
madrugueiro,,,5,1
madrugueiros,,,3,1
madruguera,,,1,1
madura,,,89,1
madurando,,,4,1
madurao,,,1,1
maduras,,,12,1
maduro,,,44,1
maduros,,,8,1
madurou,,,1,1
madurão,,,1,1
mae,,,5,1
maecha,,,1,1
maestra,,,2,1
maestral,,,2,1
maestria,,,9,1
maestro,,,13,1
maestros,,,4,1
maezinha,,,8,1
mafaldo,,,1,1
mafrasc,,,12,1
magalhanicas,,,1,1
magalhães,,,3,1
magano,,,1,1
magazine,,,1,1
magestade,,,4,1
magestosa,,,1,1
magia,,,169,1
magiar,,,2,1
magias,,,3,1
magistral,,,5,1
magnata,,,1,1
magno,,,9,1
magnólia,,,2,1
mago,,,8,1
magoa,,,51,1
magoada,,,5,1
magoado,,,49,1
magoados,,,2,1
magoar,,,34,1
magoas,,,30,1
magoasse,,,1,1
magoaste,,,1,1
magoe,,,1,1
magoei,,,24,1
magoou,,,14,1
magos,,,3,1
magra,,,27,1
magras,,,2,1
magrela,,,7,1
magrelo,,,1,1
magreza,,,2,1
magricela,,,23,1
magricelo,,,1,1
magrinha,,,14,1
magrinhas,,,1,1
magrinho,,,30,1
magrinhos,,,12,1
magriço,,,3,1
magro,,,42,1
magros,,,14,1
magrucho,,,1,1
magrugada,,,3,1
magrão,,,204,1
magua,,,1,1
magueira,,,3,1
maguila,,,4,1
maguiné,,,2,1
magôou,,,2,1
mai,,,4,1
maia,,,49,1
maicon,,,4,1
maicá,,,281,1
maidana,,,2,1
mail,,,9,1
mainha,,,1,1
maio,,,70,1
maior,,,527,1
maiorais,,,3,1
maioral,,,2,1
maiores,,,30,1
maioria,,,17,1
maioridade,,,1,1
maios,,,1,1
mais,,,11084,1
maiô,,,2,1
majadas,,,1,1
majestade,,,13,1
majestosa,,,10,1
majestoso,,,9,1
majestuoso,,,5,1
major,,,1,1
mal,,,1226,1
mala,,,290,1
malabruja,,,3,1
malacabeça,,,2,1
malacafenta,,,2,1
malacara,,,63,1
malacaras,,,11,1
malacarra,,,1,1
malachucro,,,1,1
maladro,,,3,1
malagradecida,,,1,1
malagueta,,,1,1
malambeia,,,2,1
malambo,,,1,1
malancia,,,1,1
malandor,,,1,1
malandra,,,1,1
malandragem,,,10,1
malandras,,,1,1
malandrinha,,,1,1
malandrinho,,,2,1
malandrisse,,,1,1
malandro,,,63,1
malandros,,,2,1
malandruchos,,,2,1
malandrão,,,16,1
malaquia,,,19,1
malaquias,,,33,1
malarca,,,4,1
malas,,,26,1
malasarte,,,1,1
malassombrada,,,1,1
malazarte,,,2,1
malcosteada,,,1,1
malcriado,,,1,1
malcriação,,,1,1
maldade,,,111,1
maldades,,,5,1
maldigo,,,3,1
maldita,,,28,1
maldito,,,15,1
malditos,,,4,1
maldiz,,,2,1
maldizendo,,,4,1
maldizer,,,1,1
maldizia,,,1,1
maldição,,,7,1
maldonado,,,1,1
maldosa,,,2,1
maldoso,,,2,1
male,,,1,1
malecho,,,2,1
maledeto,,,1,1
maledicência,,,2,1
maleita,,,2,1
maleixo,,,1,1
malela,,,1,1
malena,,,1,1
males,,,35,1
malesa,,,2,1
maleta,,,2,1
maleva,,,140,1
malevas,,,10,1
malexo,,,2,1
maleza,,,12,1
malezas,,,1,1
malfazeja,,,3,1
malfazejas,,,2,1
malfeitor,,,2,1
malferido,,,2,1
malgrado,,,1,1
malha,,,4,1
malhada,,,1,1
malhado,,,5,1
malhador,,,2,1
malhando,,,2,1
malhar,,,1,1
malhas,,,1,1
malho,,,3,1
malhou,,,2,1
malhusco,,,1,1
malica,,,2,1
malicia,,,3,1
maliciando,,,3,1
maliciar,,,5,1
malicias,,,1,1
maliciosa,,,2,1
malicioso,,,13,1
malina,,,1,1
malinas,,,1,1
malinha,,,2,1
malino,,,23,1
malinos,,,11,1
malissina,,,1,1
malmente,,,1,1
malmequer,,,6,1
malmuito,,,1,1
malndros,,,1,1
malo,,,15,1
maloca,,,1,1
malogrados,,,2,1
malones,,,4,1
maloqueiro,,,3,1
malos,,,20,1
malta,,,3,1
maltido,,,1,1
maltosado,,,1,1
maltrapilho,,,3,1
maltrata,,,58,1
maltratada,,,1,1
maltratado,,,4,1
maltratam,,,6,1
maltratando,,,12,1
maltratar,,,15,1
maltratas,,,2,1
maltratava,,,2,1
maltrate,,,15,1
maltratei,,,1,1
maltrates,,,5,1
maltrato,,,5,1
maltratou,,,3,1
maluca,,,24,1
malucas,,,2,1
maluco,,,24,1
malucos,,,3,1
malva,,,4,1
malvada,,,106,1
malvadas,,,1,1
malvadinha,,,1,1
malvadinho,,,1,1
malvado,,,45,1
malvados,,,9,1
malvinas,,,3,1
malária,,,2,1
maléva,,,4,1
malícia,,,18,1
malícias,,,3,1
mama,,,34,1
mamada,,,1,1
mamadeira,,,5,1
mamadeiras,,,2,1
mamado,,,5,1
mamaezinha,,,1,1
mamam,,,1,1
mamama,,,1,1
mamando,,,8,1
mamangaba,,,2,1
mamangava,,,16,1
mamangavas,,,1,1
mamao,,,2,1
mamar,,,27,1
mamata,,,9,1
mamato,,,1,1
mamau,,,9,1
mamaus,,,2,1
mamava,,,5,1
mambira,,,5,1
mambituba,,,2,1
mamboré,,,1,1
mamei,,,13,1
mami,,,1,1
mamica,,,3,1
maminhas,,,2,1
mamino,,,1,1
mamma,,,1,1
mamo,,,2,1
mamona,,,6,1
mamoneiro,,,2,1
mamota,,,3,1
mamou,,,4,1
mampert,,,1,1
mamá,,,5,1
mamãe,,,148,1
mamães,,,2,1
mamãezinha,,,22,1
mamãezinhas,,,1,1
mamão,,,14,1
mana,,,22,1
manaciais,,,1,1
manacá,,,3,1
manada,,,123,1
manadas,,,24,1
mananciador,,,2,1
mananciais,,,40,1
manancial,,,74,1
manantiais,,,1,1
manantial,,,1,1
manas,,,2,1
manaus,,,2,1
manca,,,10,1
mancada,,,5,1
mancais,,,1,1
mancal,,,1,1
mancando,,,4,1
mancarrón,,,3,1
mancha,,,16,1
manchada,,,13,1
manchadas,,,1,1
manchado,,,8,1
manchados,,,1,1
mancham,,,1,1
manchando,,,7,1
manchar,,,2,1
mancharam,,,4,1
manchas,,,8,1
manchete,,,6,1
manchou,,,6,1
mancinho,,,1,1
manco,,,51,1
manda,,,399,1
mandada,,,2,1
mandado,,,45,1
mandados,,,20,1
mandaguari,,,1,1
mandala,,,2,1
mandalete,,,20,1
mandam,,,12,1
mandamento,,,19,1
mandamentos,,,10,1
mandamo,,,3,1
mandamos,,,2,1
mandando,,,142,1
mandandolhe,,,1,1
mandantes,,,1,1
mandar,,,139,1
mandara,,,1,1
mandaram,,,20,1
mandaremos,,,1,1
mandaria,,,1,1
mandaro,,,1,1
mandasse,,,6,1
mandaste,,,4,1
mandatário,,,1,1
mandava,,,16,1
mandavam,,,7,1
mande,,,125,1
mandeano,,,1,1
mandei,,,179,1
mandeie,,,1,1
mandem,,,3,1
mandemo,,,6,1
mandi,,,1,1
mandico,,,8,1
mandinga,,,19,1
mandioca,,,58,1
mandiocal,,,6,1
mando,,,174,1
mandolate,,,1,1
mandona,,,3,1
mandorová,,,1,1
mandos,,,3,1
mandou,,,194,1
mandraca,,,3,1
mandraco,,,1,1
mandrake,,,1,1
mandrulha,,,1,1
manduca,,,74,1
manducat,,,3,1
mandulate,,,2,1
manduruvá,,,1,1
mandá,,,10,1
mandê,,,2,1
mandô,,,8,1
mane,,,1,1
maneada,,,14,1
maneadas,,,3,1
maneado,,,40,1
maneador,,,99,1
maneadores,,,7,1
maneados,,,2,1
maneadô,,,1,1
maneando,,,16,1
manear,,,15,1
manearam,,,1,1
maneca,,,6,1
maneco,,,33,1
manecão,,,3,1
maneei,,,2,1
maneia,,,162,1
maneiam,,,3,1
maneias,,,27,1
maneio,,,29,1
maneira,,,183,1
maneiras,,,17,1
maneiro,,,6,1
maneirosa,,,1,1
maneja,,,2,1
manejam,,,2,1
manejando,,,6,1
manejar,,,1,1
manejava,,,1,1
manejavam,,,1,1
manejo,,,15,1
manejos,,,3,1
maner,,,1,1
manera,,,23,1
manerando,,,2,1
manero,,,5,1
maneta,,,1,1
maneteador,,,2,1
maneá,,,1,1
manga,,,62,1
mangas,,,8,1
mangasso,,,1,1
mangaço,,,54,1
mangaços,,,8,1
mangeuira,,,2,1
mangiare,,,1,1
mango,,,486,1
mangos,,,5,1
mangro,,,1,1
mangrulhando,,,3,1
mangrulho,,,4,1
